account_id,name,address,latest_update_datetime,queue,status
68484,Michael Wilson,"53 Elm Street, Kilkenny",2025-01-08 02:33:20,TRACE,GONEAWAY
45539,James Johnson,"88 Maple Avenue, Sligo",2025-01-08 04:56:40,LEGAL,LEG VERIF 2
14006,James Johnson,"124 Maple Avenue, Galway",2025-01-08 05:55:47,OTHER,ARCHIVED
19099,Michael Smith,"93 Pine Road, Waterford",2025-01-08 06:36:06,LEGAL,LEG VERIF 1
26168,Maria Williams,"120 Cedar Lane, Belfast",2025-01-08 07:41:19,LEGAL,HOLD FO
33783,Emma Garcia,"158 Cedar Lane, Belfast",2025-01-08 10:23:35,LEGAL,LEG_TIT
25733,David Brown,"63 Sunset Boulevard, Kilkenny",2025-01-08 13:26:21,COLLECTIONS,PAY OVER
25726,Olivia Davis,"144 Riverside Drive, Galway",2025-01-08 17:27:11,INSOLVENCY,INS2
31172,Olivia Smith,"102 Sunset Boulevard, Dublin",2025-01-09 00:47:09,LEGAL,LEG VERIF 2
35401,John Miller,"164 Sunset Boulevard, Belfast",2025-01-09 01:12:36,TRACE,GONEAWAY
26696,Sarah Rodriguez,"73 Maple Avenue, Kilkenny",2025-01-09 04:55:08,OTHER,ARCHIVED
20307,James Williams,"149 Riverside Drive, Limerick",2025-01-09 05:43:51,SETTLED,SETTLED
94706,Alex Davis,"55 Elm Street, Galway",2025-01-09 08:59:21,TRACE,GONEAWAY
28382,Daniel Miller,"64 Maple Avenue, Kilkenny",2025-01-09 15:22:38,LEGAL,LEG_NOT
86015,Sarah Miller,"151 Sunset Boulevard, Kilkenny",2025-01-11 01:38:56,INSOLVENCY,INS2
91402,Alex Rodriguez,"161 Hillcrest Road, Dublin",2025-01-11 07:31:25,COLLECTIONS,CANCEL2
52137,David Brown,"158 Cedar Lane, Sligo",2025-01-11 08:56:14,SETTLED,SETTLED
63099,Alex Martinez,"170 Elm Street, Kilkenny",2025-01-11 15:59:23,LEGAL,LEG_NOT
46155,Sophia Smith,"130 Cedar Lane, Galway",2025-01-11 22:39:42,LEGAL,HOLD FO
39776,Maria Davis,"113 Maple Avenue, Kilkenny",2025-01-12 00:13:32,COLLECTIONS,CASSIST2
59399,Michael Jones,"5 Hillcrest Road, Kilkenny",2025-01-12 01:10:11,PAYING,PAY PROP
55200,Maria Johnson,"134 Elm Street, Galway",2025-01-12 04:19:04,OTHER,ARCHIVED
31933,David Williams,"15 Elm Street, Cork",2025-01-12 06:10:57,COLLECTIONS,PRIME
27620,Daniel Wilson,"79 Sunset Boulevard, Sligo",2025-01-12 06:37:06,COLLECTIONS,CANCEL4
45548,Maria Wilson,"163 Maple Avenue, Dublin",2025-01-12 07:59:06,INSOLVENCY,INS4
48786,Sophia Martinez,"56 Hillcrest Road, Dublin",2025-01-12 08:52:54,SETTLED,SETTLED
27497,John Garcia,"165 Maple Avenue, Limerick",2025-01-12 09:00:45,INSOLVENCY,INS4
86646,Sarah Williams,"29 Hillcrest Road, Galway",2025-01-12 13:59:18,COLLECTIONS,CANCEL4
22047,James Jones,"37 Sunset Boulevard, Belfast",2025-01-12 14:42:56,OTHER,ARCHIVED
21399,David Williams,"41 Pine Road, Sligo",2025-01-12 16:37:01,SETTLED,SETTLED
95599,Michael Wilson,"70 Maple Avenue, Sligo",2025-01-12 16:37:30,OTHER,ARCHIVED
68126,Olivia Davis,"162 Maple Avenue, Limerick",2025-01-12 18:54:48,INSOLVENCY,INS1
37781,David Wilson,"105 Riverside Drive, Belfast",2025-01-12 21:03:55,COLLECTIONS,PAY OVER
97918,Daniel Smith,"123 Riverside Drive, Sligo",2025-01-13 01:25:17,COLLECTIONS,TELSOLUTIONS4
74670,Laura Rodriguez,"189 Maple Avenue, Galway",2025-01-13 01:47:02,COLLECTIONS,PAY OVER
14961,John Davis,"179 Riverside Drive, Dublin",2025-01-13 02:33:09,LEGAL,LEG VERIF 2
26514,Sophia Smith,"135 Sunset Boulevard, Limerick",2025-01-13 02:47:14,TRACE,GONEAWAY
11352,Alex Johnson,"38 Hillcrest Road, Sligo",2025-01-13 07:05:11,OTHER,ARCHIVED
15248,Maria Martinez,"86 Elm Street, Belfast",2025-01-13 09:14:18,LEGAL,LEG VERIF 1
59505,Daniel Wilson,"113 Pine Road, Limerick",2025-01-13 09:36:43,INSOLVENCY,INS1
23382,David Garcia,"142 Hillcrest Road, Galway",2025-01-13 10:35:55,LEGAL,LEG VERIF 1
55992,John Miller,"18 Sunset Boulevard, Galway",2025-01-13 12:14:16,OTHER,ARCHIVED
44060,Sarah Davis,"151 Cedar Lane, Kilkenny",2025-01-13 12:27:58,OTHER,ARCHIVED
63848,Emma Williams,"57 Oak Street, Limerick",2025-01-13 12:40:56,INSOLVENCY,INSP
43314,Michael Miller,"13 Elm Street, Belfast",2025-01-13 12:55:42,LEGAL,LEG_TIT
29623,James Smith,"134 Riverside Drive, Waterford",2025-01-13 13:42:04,COLLECTIONS,PAY OVER
19413,Sophia Jones,"52 Sunset Boulevard, Limerick",2025-01-13 15:42:55,COLLECTIONS,CASSIST2
26168,Maria Williams,"120 Cedar Lane, Belfast",2025-01-13 17:31:34,LEGAL,LEG_NOT
62345,Laura Miller,"189 Cedar Lane, Cork",2025-01-13 17:54:09,COLLECTIONS,CASSIST2
85441,John Garcia,"125 Hillcrest Road, Sligo",2025-01-13 20:12:54,OTHER,ARCHIVED
95232,John Rodriguez,"124 Sunset Boulevard, Limerick",2025-01-13 21:51:47,OTHER,ARCHIVED
38621,John Wilson,"37 Maple Avenue, Dublin",2025-01-13 22:39:23,COLLECTIONS,TELSOLUTIONS1
59940,James Smith,"74 Elm Street, Kilkenny",2025-01-13 23:48:15,COLLECTIONS,PRIME
46545,David Davis,"101 Sunset Boulevard, Waterford",2025-01-14 05:26:37,OTHER,ARCHIVED
88706,Laura Williams,"49 Elm Street, Kilkenny",2025-01-14 05:34:54,COLLECTIONS,PRIME
92669,John Davis,"72 Pine Road, Kilkenny",2025-01-14 14:47:07,LEGAL,LEG VERIF 1
13416,Emma Wilson,"58 Pine Road, Dublin",2025-01-14 15:13:13,LEGAL,LEG_NOT
26686,James Johnson,"43 Riverside Drive, Waterford",2025-01-14 16:27:06,INSOLVENCY,INS3
91658,Olivia Davis,"106 Cedar Lane, Sligo",2025-01-14 22:23:01,COLLECTIONS,TELSOLUTIONS4
31658,Alex Wilson,"73 Riverside Drive, Cork",2025-01-15 04:03:57,LEGAL,HOLD FO
32283,James Johnson,"41 Pine Road, Cork",2025-01-15 04:07:26,TRACE,GONEAWAY
88716,Emma Rodriguez,"113 Cedar Lane, Galway",2025-01-15 09:27:05,TRACE,GONEAWAY
77145,Michael Williams,"7 Cedar Lane, Cork",2025-01-15 21:30:25,PAYING,PAY PROP
84845,Sarah Rodriguez,"89 Riverside Drive, Waterford",2025-01-15 23:05:03,PAYING,PAY CURR
47984,Sarah Brown,"111 Riverside Drive, Kilkenny",2025-01-15 23:35:21,PAYING,PAY PROP
57417,Daniel Smith,"175 Hillcrest Road, Limerick",2025-01-16 05:24:34,OTHER,ARCHIVED
82269,Maria Martinez,"175 Oak Street, Galway",2025-01-16 12:01:27,INSOLVENCY,INS4
15757,Sophia Williams,"79 Sunset Boulevard, Dublin",2025-01-16 16:26:27,INSOLVENCY,INSP
60048,Sophia Williams,"132 Hillcrest Road, Waterford",2025-01-17 00:11:35,COLLECTIONS,TELSOLUTIONS4
86556,Michael Brown,"113 Elm Street, Kilkenny",2025-01-17 06:37:51,SETTLED,SETTLED
78078,John Miller,"48 Riverside Drive, Limerick",2025-01-17 08:39:49,SETTLED,SETTLED
11916,John Miller,"42 Cedar Lane, Kilkenny",2025-01-17 09:33:42,LEGAL,LEG_TIT
18486,Olivia Rodriguez,"20 Oak Street, Dublin",2025-01-17 11:55:53,PAYING,PAY CURR
77521,Michael Martinez,"104 Sunset Boulevard, Galway",2025-01-17 13:52:10,PAYING,PAY CURR
88654,Michael Rodriguez,"128 Oak Street, Kilkenny",2025-01-17 14:20:54,OTHER,ARCHIVED
91099,John Brown,"171 Elm Street, Belfast",2025-01-17 15:13:09,LEGAL,HOLD FO
41740,John Johnson,"78 Cedar Lane, Dublin",2025-01-17 18:19:28,OTHER,ARCHIVED
50973,Emma Miller,"128 Maple Avenue, Galway",2025-01-17 18:55:52,OTHER,ARCHIVED
65773,James Miller,"140 Riverside Drive, Kilkenny",2025-01-17 19:21:02,INSOLVENCY,INSP
93809,Sophia Brown,"68 Riverside Drive, Dublin",2025-01-17 19:28:23,INSOLVENCY,INS2
20233,Michael Davis,"60 Riverside Drive, Belfast",2025-01-17 20:53:04,COLLECTIONS,CANCEL2
64713,John Johnson,"87 Oak Street, Belfast",2025-01-19 14:53:17,OTHER,ARCHIVED
47933,Emma Brown,"79 Elm Street, Kilkenny",2025-01-20 03:49:35,SETTLED,SETTLED
29600,Daniel Martinez,"184 Elm Street, Limerick",2025-01-21 01:48:34,SETTLED,SETTLED
77395,Olivia Jones,"178 Riverside Drive, Kilkenny",2025-01-21 06:35:45,TRACE,GONEAWAY
15757,Sophia Williams,"79 Sunset Boulevard, Dublin",2025-01-21 14:25:31,COLLECTIONS,PRIME_D
80893,Alex Wilson,"36 Cedar Lane, Sligo",2025-01-22 02:10:46,PAYING,PAY PROP
31933,David Williams,"15 Elm Street, Cork",2025-01-22 04:19:50,LEGAL,LEG_TIT
61934,Sarah Johnson,"36 Maple Avenue, Cork",2025-01-22 10:20:59,COLLECTIONS,CANCEL2
11254,Maria Brown,"48 Elm Street, Kilkenny",2025-01-22 12:01:38,OTHER,ARCHIVED
21415,David Jones,"172 Maple Avenue, Kilkenny",2025-01-22 18:22:50,OTHER,ARCHIVED
17880,Emma Davis,"52 Pine Road, Cork",2025-01-22 20:22:01,TRACE,GONEAWAY
11916,John Miller,"42 Cedar Lane, Kilkenny",2025-01-22 22:15:53,PAYING,PAY CURR
61550,Maria Brown,"98 Riverside Drive, Galway",2025-01-22 23:18:28,SETTLED,SETTLED
78353,John Rodriguez,"87 Oak Street, Galway",2025-01-22 23:35:05,LEGAL,LEG VERIF 1
35227,Emma Brown,"44 Hillcrest Road, Sligo",2025-01-23 00:02:11,INSOLVENCY,INS1
98298,Sarah Williams,"118 Elm Street, Cork",2025-01-23 00:34:43,PAYING,PAY PROP
34083,Michael Davis,"37 Hillcrest Road, Cork",2025-01-23 01:02:55,TRACE,GONEAWAY
51089,Laura Garcia,"41 Maple Avenue, Galway",2025-01-23 06:17:55,PAYING,PAY CURR
74104,Sarah Rodriguez,"106 Riverside Drive, Kilkenny",2025-01-23 08:17:58,TRACE,GONEAWAY
35861,David Johnson,"103 Cedar Lane, Galway",2025-01-23 10:11:21,TRACE,GONEAWAY
69313,Alex Davis,"143 Riverside Drive, Cork",2025-01-23 10:32:42,COLLECTIONS,CANCEL4
13883,David Smith,"74 Sunset Boulevard, Cork",2025-01-23 15:31:54,INSOLVENCY,INSP
72758,Emma Brown,"197 Oak Street, Dublin",2025-01-23 17:40:12,COLLECTIONS,PAY OVER
53016,Laura Johnson,"197 Oak Street, Belfast",2025-01-23 22:55:34,OTHER,ARCHIVED
70219,John Johnson,"59 Maple Avenue, Sligo",2025-01-23 23:18:01,OTHER,ARCHIVED
52137,David Brown,"158 Cedar Lane, Sligo",2025-01-23 23:50:43,OTHER,ARCHIVED
78987,Maria Smith,"55 Oak Street, Limerick",2025-01-24 11:31:46,INSOLVENCY,INS3
98254,Sarah Rodriguez,"3 Pine Road, Sligo",2025-01-24 12:12:14,TRACE,GONEAWAY
53131,Emma Garcia,"41 Elm Street, Sligo",2025-01-24 17:00:33,PAYING,PAY PROP
95948,James Davis,"45 Riverside Drive, Cork",2025-01-24 19:16:51,LEGAL,LEG_TIT
45393,Emma Wilson,"84 Sunset Boulevard, Galway",2025-01-24 20:18:31,OTHER,ARCHIVED
41546,David Williams,"178 Sunset Boulevard, Cork",2025-01-25 01:02:17,TRACE,GONEAWAY
87432,John Martinez,"107 Pine Road, Dublin",2025-01-25 02:22:10,PAYING,PAY PROP
55047,James Martinez,"78 Pine Road, Waterford",2025-01-25 04:52:15,OTHER,ARCHIVED
58984,Daniel Brown,"123 Pine Road, Cork",2025-01-25 05:13:09,INSOLVENCY,INS1
98254,Sarah Rodriguez,"3 Pine Road, Sligo",2025-01-25 05:23:43,PAYING,PAY CURR
97132,Sophia Jones,"183 Oak Street, Belfast",2025-01-25 05:40:19,LEGAL,LEG_TIT
35504,Daniel Garcia,"53 Cedar Lane, Kilkenny",2025-01-25 11:26:29,SETTLED,SETTLED
82735,James Smith,"105 Riverside Drive, Limerick",2025-01-25 17:07:10,INSOLVENCY,INS4
91712,Maria Martinez,"181 Maple Avenue, Dublin",2025-01-25 18:00:16,COLLECTIONS,PAY OVER
87394,Daniel Smith,"142 Sunset Boulevard, Waterford",2025-01-25 18:40:53,TRACE,GONEAWAY
86015,Sarah Miller,"151 Sunset Boulevard, Kilkenny",2025-01-25 20:37:31,PAYING,PAY CURR
62377,Olivia Brown,"156 Pine Road, Sligo",2025-01-25 21:14:26,SETTLED,SETTLED
64136,Laura Garcia,"146 Cedar Lane, Sligo",2025-01-26 02:21:39,TRACE,GONEAWAY
66755,Laura Martinez,"93 Elm Street, Sligo",2025-01-26 06:30:02,TRACE,GONEAWAY
14567,Sophia Davis,"52 Elm Street, Belfast",2025-01-26 18:10:50,PAYING,PAY CURR
68436,Emma Johnson,"189 Oak Street, Cork",2025-01-26 22:34:25,LEGAL,LEG_NOT
60001,Alex Brown,"57 Cedar Lane, Kilkenny",2025-01-27 01:17:44,LEGAL,HOLD FO
87813,Olivia Johnson,"55 Hillcrest Road, Galway",2025-01-27 04:38:59,LEGAL,LEG_TIT
95291,Michael Garcia,"159 Oak Street, Sligo",2025-01-27 09:32:37,OTHER,ARCHIVED
11352,Alex Johnson,"38 Hillcrest Road, Sligo",2025-01-27 11:44:08,LEGAL,LEG VERIF 1
45571,Emma Martinez,"93 Cedar Lane, Limerick",2025-01-27 12:45:34,OTHER,ARCHIVED
91331,Olivia Rodriguez,"24 Cedar Lane, Dublin",2025-01-28 14:04:22,TRACE,GONEAWAY
66106,Michael Davis,"56 Pine Road, Galway",2025-01-28 19:25:10,PAYING,PAY CURR
75042,Sophia Jones,"52 Cedar Lane, Limerick",2025-01-29 01:20:31,OTHER,ARCHIVED
85557,James Smith,"69 Oak Street, Kilkenny",2025-01-30 00:09:29,TRACE,GONEAWAY
46992,James Williams,"15 Cedar Lane, Dublin",2025-01-30 00:32:16,COLLECTIONS,CANCEL4
70219,John Johnson,"59 Maple Avenue, Sligo",2025-01-30 01:03:33,SETTLED,SETTLED
87813,Olivia Johnson,"55 Hillcrest Road, Galway",2025-01-30 02:11:36,PAYING,PAY CURR
87432,John Martinez,"107 Pine Road, Dublin",2025-01-30 03:06:22,TRACE,GONEAWAY
39776,Maria Davis,"113 Maple Avenue, Kilkenny",2025-01-30 06:04:29,INSOLVENCY,INS3
12247,Laura Smith,"200 Pine Road, Dublin",2025-01-30 08:11:01,INSOLVENCY,INS1
29593,Laura Jones,"9 Cedar Lane, Dublin",2025-01-30 09:22:03,OTHER,ARCHIVED
55047,James Martinez,"78 Pine Road, Waterford",2025-01-30 10:36:52,COLLECTIONS,TELSOLUTIONS1
48354,Michael Smith,"186 Sunset Boulevard, Kilkenny",2025-01-30 12:48:15,TRACE,GONEAWAY
34083,Michael Davis,"37 Hillcrest Road, Cork",2025-01-30 12:50:57,INSOLVENCY,INS1
67303,Laura Smith,"145 Cedar Lane, Belfast",2025-01-30 13:18:37,TRACE,GONEAWAY
25635,David Martinez,"75 Maple Avenue, Galway",2025-01-30 14:35:10,SETTLED,SETTLED
30531,Sarah Garcia,"107 Sunset Boulevard, Waterford",2025-01-30 14:40:59,TRACE,GONEAWAY
92889,John Martinez,"90 Cedar Lane, Waterford",2025-01-30 16:03:59,TRACE,GONEAWAY
78633,James Davis,"20 Maple Avenue, Waterford",2025-01-30 20:33:35,COLLECTIONS,CANCEL2
40659,Sophia Rodriguez,"173 Sunset Boulevard, Kilkenny",2025-01-30 21:02:19,SETTLED,SETTLED
58984,Daniel Brown,"123 Pine Road, Cork",2025-01-31 02:00:08,OTHER,ARCHIVED
58120,Alex Jones,"138 Riverside Drive, Kilkenny",2025-01-31 02:04:58,PAYING,PAY CURR
93809,Sophia Brown,"68 Riverside Drive, Dublin",2025-01-31 04:39:26,COLLECTIONS,CANCEL4
14117,Sophia Jones,"44 Cedar Lane, Dublin",2025-01-31 04:54:07,LEGAL,HOLD FO
19372,Michael Johnson,"33 Maple Avenue, Belfast",2025-01-31 06:26:48,TRACE,GONEAWAY
73556,Emma Rodriguez,"154 Oak Street, Belfast",2025-01-31 09:04:18,COLLECTIONS,CANCEL4
54275,Alex Jones,"90 Oak Street, Sligo",2025-01-31 11:51:26,SETTLED,SETTLED
67687,Maria Martinez,"196 Riverside Drive, Belfast",2025-01-31 11:54:56,COLLECTIONS,PAY OVER
95997,Michael Martinez,"118 Elm Street, Waterford",2025-01-31 12:07:21,PAYING,PAY PROP
44502,Maria Williams,"27 Elm Street, Kilkenny",2025-01-31 12:12:03,COLLECTIONS,PRIME_D
22367,Maria Martinez,"51 Elm Street, Dublin",2025-01-31 13:17:08,LEGAL,LEG_NOT
98909,Michael Rodriguez,"83 Maple Avenue, Limerick",2025-01-31 17:52:37,TRACE,GONEAWAY
20457,Maria Jones,"172 Elm Street, Sligo",2025-01-31 19:31:38,PAYING,PAY PROP
34083,Michael Davis,"37 Hillcrest Road, Cork",2025-02-01 02:36:21,SETTLED,SETTLED
39313,John Jones,"90 Riverside Drive, Waterford",2025-02-01 06:00:07,COLLECTIONS,PAY OVER
86013,Daniel Smith,"124 Sunset Boulevard, Belfast",2025-02-04 05:06:11,PAYING,PAY CURR
13664,Emma Wilson,"1 Cedar Lane, Galway",2025-02-04 06:50:33,TRACE,GONEAWAY
98298,Sarah Williams,"118 Elm Street, Cork",2025-02-04 08:12:00,TRACE,GONEAWAY
43314,Michael Miller,"13 Elm Street, Belfast",2025-02-04 10:11:49,SETTLED,SETTLED
46986,James Martinez,"81 Hillcrest Road, Belfast",2025-02-04 10:20:45,OTHER,ARCHIVED
83620,David Wilson,"122 Pine Road, Waterford",2025-02-04 14:50:11,SETTLED,SETTLED
65156,Sarah Smith,"138 Elm Street, Galway",2025-02-04 14:57:01,COLLECTIONS,CASSIST2
58473,Sophia Brown,"162 Elm Street, Galway",2025-02-04 17:06:27,TRACE,GONEAWAY
84256,Sarah Brown,"185 Elm Street, Waterford",2025-02-04 18:37:10,PAYING,PAY PROP
82735,James Smith,"105 Riverside Drive, Limerick",2025-02-04 20:25:39,OTHER,ARCHIVED
35919,Olivia Rodriguez,"168 Elm Street, Belfast",2025-02-04 22:31:01,COLLECTIONS,PRIME
77395,Olivia Jones,"178 Riverside Drive, Kilkenny",2025-02-05 01:11:27,LEGAL,LEG VERIF 2
81029,Michael Garcia,"163 Elm Street, Waterford",2025-02-05 02:45:11,COLLECTIONS,CASSIST2
87394,Daniel Smith,"142 Sunset Boulevard, Waterford",2025-02-05 03:24:07,LEGAL,LEG VERIF 1
91712,Maria Martinez,"181 Maple Avenue, Dublin",2025-02-05 03:30:28,OTHER,ARCHIVED
42494,Olivia Rodriguez,"146 Pine Road, Waterford",2025-02-05 03:44:56,PAYING,PAY CURR
85922,John Rodriguez,"94 Pine Road, Sligo",2025-02-05 05:24:13,TRACE,GONEAWAY
48388,Alex Smith,"63 Hillcrest Road, Limerick",2025-02-05 07:10:53,TRACE,GONEAWAY
19086,Laura Brown,"88 Cedar Lane, Sligo",2025-02-05 10:11:18,SETTLED,SETTLED
51216,Olivia Martinez,"180 Pine Road, Waterford",2025-02-05 15:33:48,SETTLED,SETTLED
75723,Olivia Williams,"141 Pine Road, Waterford",2025-02-05 15:52:53,COLLECTIONS,PAY OVER
20457,Maria Jones,"172 Elm Street, Sligo",2025-02-05 16:02:07,TRACE,GONEAWAY
17320,Maria Martinez,"117 Sunset Boulevard, Belfast",2025-02-05 17:37:07,TRACE,GONEAWAY
94606,Sophia Davis,"154 Elm Street, Waterford",2025-02-05 18:31:15,INSOLVENCY,INS4
13883,David Smith,"74 Sunset Boulevard, Cork",2025-02-05 19:41:02,LEGAL,HOLD FO
63538,Alex Brown,"134 Hillcrest Road, Cork",2025-02-05 20:23:05,TRACE,GONEAWAY
11254,Maria Brown,"48 Elm Street, Kilkenny",2025-02-05 21:50:07,INSOLVENCY,INS4
87459,Alex Jones,"102 Cedar Lane, Belfast",2025-02-05 22:34:24,COLLECTIONS,CANCEL2
88654,Michael Rodriguez,"128 Oak Street, Kilkenny",2025-02-06 02:41:52,OTHER,ARCHIVED
78987,Maria Smith,"55 Oak Street, Limerick",2025-02-06 04:36:44,SETTLED,SETTLED
31933,David Williams,"15 Elm Street, Cork",2025-02-06 07:24:54,INSOLVENCY,INS3
95291,Michael Garcia,"159 Oak Street, Sligo",2025-02-06 08:07:15,OTHER,ARCHIVED
77395,Olivia Jones,"178 Riverside Drive, Kilkenny",2025-02-06 08:49:52,PAYING,PAY CURR
70629,Michael Rodriguez,"172 Oak Street, Belfast",2025-02-06 09:13:37,TRACE,GONEAWAY
39966,Alex Johnson,"2 Riverside Drive, Limerick",2025-02-06 11:13:46,COLLECTIONS,CANCEL2
28382,Daniel Miller,"64 Maple Avenue, Kilkenny",2025-02-06 12:14:42,SETTLED,SETTLED
17880,Emma Davis,"52 Pine Road, Cork",2025-02-06 16:14:41,PAYING,PAY CURR
84455,Daniel Smith,"118 Maple Avenue, Galway",2025-02-06 23:30:15,LEGAL,HOLD FO
80451,Sophia Wilson,"3 Hillcrest Road, Cork",2025-02-06 23:55:47,INSOLVENCY,INS2
31933,David Williams,"15 Elm Street, Cork",2025-02-08 05:24:32,COLLECTIONS,PRIME
59399,Michael Jones,"5 Hillcrest Road, Kilkenny",2025-02-08 05:38:17,OTHER,ARCHIVED
26514,Sophia Smith,"135 Sunset Boulevard, Limerick",2025-02-08 13:09:22,COLLECTIONS,TELSOLUTIONS1
97661,Laura Williams,"148 Oak Street, Limerick",2025-02-08 15:03:11,TRACE,GONEAWAY
93257,Daniel Williams,"50 Riverside Drive, Sligo",2025-02-08 18:54:05,COLLECTIONS,TELSOLUTIONS4
84845,Sarah Rodriguez,"89 Riverside Drive, Waterford",2025-02-08 22:49:26,COLLECTIONS,PRIME
27497,John Garcia,"165 Maple Avenue, Limerick",2025-02-09 00:06:34,TRACE,GONEAWAY
52017,Maria Wilson,"152 Riverside Drive, Sligo",2025-02-09 01:34:46,PAYING,PAY PROP
16913,Laura Smith,"142 Riverside Drive, Cork",2025-02-09 05:01:33,INSOLVENCY,INS4
86646,Sarah Williams,"29 Hillcrest Road, Galway",2025-02-09 09:51:29,TRACE,GONEAWAY
59344,Olivia Jones,"160 Sunset Boulevard, Limerick",2025-02-09 17:57:19,LEGAL,LEG_TIT
96425,Sophia Martinez,"142 Elm Street, Galway",2025-02-09 20:57:01,LEGAL,HOLD FO
95157,Emma Jones,"67 Elm Street, Galway",2025-02-10 04:15:49,OTHER,ARCHIVED
39453,James Smith,"166 Cedar Lane, Limerick",2025-02-10 05:04:26,COLLECTIONS,PAY OVER
