account_id,name,address,latest_update_datetime,queue,status
52087,Maria Brown,"120 Hillcrest Road, Belfast",2025-05-30 18:32:01,LEGAL,LEG VERIF 2
40079,Sarah Wilson,"112 Elm Street, Belfast",2025-06-16 18:34:45,LEGAL,LEG_NOT
48388,Alex Smith,"63 Hillcrest Road, Limerick",2025-04-08 08:53:41,COLLECTIONS,TELSOLUTIONS4
57819,John Garcia,"141 Elm Street, Sligo",2025-07-02 00:58:51,COLLECTIONS,CANCEL4
58120,Alex Jones,"138 Riverside Drive, Kilkenny",2025-06-26 03:10:58,COLLECTIONS,PAY OVER
40198,Alex Williams,"6 Maple Avenue, Kilkenny",2025-11-23 03:15:51,COLLECTIONS,CANCEL4
17320,Maria Martinez,"117 Sunset Boulevard, Belfast",2025-11-20 11:52:32,COLLECTIONS,CASSIST2
64246,Laura Smith,"182 Riverside Drive, Galway",2025-11-20 10:02:19,LEGAL,LEG_NOT
58434,James Rodriguez,"134 Maple Avenue, Belfast",2025-11-08 23:22:00,COLLECTIONS,PAY OVER
82487,Daniel Miller,"195 Riverside Drive, Belfast",2025-11-08 04:49:58,LEGAL,LEG VERIF 2
87459,Alex Jones,"102 Cedar Lane, Belfast",2025-07-14 09:10:37,LEGAL,LEG VERIF 1
22367,Maria Martinez,"51 Elm Street, Dublin",2025-08-24 00:58:46,COLLECTIONS,PRIME_D
73556,Emma Rodriguez,"154 Oak Street, Belfast",2025-01-31 09:04:18,COLLECTIONS,CANCEL4
14117,Sophia Jones,"44 Cedar Lane, Dublin",2025-08-21 12:05:58,COLLECTIONS,PRIME_D
97132,Sophia Jones,"183 Oak Street, Belfast",2025-10-25 04:36:09,LEGAL,LEG_TIT
88706,Laura Williams,"49 Elm Street, Kilkenny",2025-05-01 13:23:55,LEGAL,HOLD FO
38621,John Wilson,"37 Maple Avenue, Dublin",2025-01-13 22:39:23,COLLECTIONS,TELSOLUTIONS1
86646,Sarah Williams,"29 Hillcrest Road, Galway",2025-08-08 23:30:24,COLLECTIONS,PAY OVER
14671,Michael Rodriguez,"133 Pine Road, Sligo",2025-10-19 12:00:29,LEGAL,LEG VERIF 2
47801,John Johnson,"44 Cedar Lane, Dublin",2025-06-23 19:11:59,LEGAL,LEG_TIT
19372,Michael Johnson,"33 Maple Avenue, Belfast",2025-10-03 09:46:32,COLLECTIONS,PAY OVER
91402,Alex Rodriguez,"161 Hillcrest Road, Dublin",2025-09-20 20:22:00,LEGAL,LEG_NOT
33347,David Jones,"157 Sunset Boulevard, Sligo",2025-09-13 13:23:57,LEGAL,LEG VERIF 1
86556,Michael Brown,"113 Elm Street, Kilkenny",2025-09-07 01:08:41,COLLECTIONS,PAY OVER
55886,Daniel Jones,"57 Maple Avenue, Belfast",2024-12-28 19:09:44,COLLECTIONS,CASSIST2
51246,Sarah Williams,"142 Oak Street, Limerick",2025-08-26 20:32:13,COLLECTIONS,PRIME
38921,David Rodriguez,"132 Pine Road, Belfast",2025-08-12 18:29:45,COLLECTIONS,TELSOLUTIONS4
40856,Alex Rodriguez,"39 Elm Street, Sligo",2025-03-19 13:42:39,LEGAL,LEG VERIF 2
92221,David Garcia,"125 Sunset Boulevard, Sligo",2025-08-21 02:05:12,LEGAL,HOLD FO
68861,Emma Rodriguez,"115 Sunset Boulevard, Cork",2025-08-11 05:36:59,LEGAL,LEG_TIT
36313,David Smith,"102 Sunset Boulevard, Sligo",2025-07-28 14:49:00,COLLECTIONS,PRIME_D
79521,Sophia Jones,"196 Sunset Boulevard, Cork",2025-07-25 19:45:54,LEGAL,HOLD FO
50973,Emma Miller,"128 Maple Avenue, Galway",2025-06-11 18:17:23,COLLECTIONS,CASSIST2
58064,Emma Williams,"123 Elm Street, Waterford",2025-05-24 16:43:57,COLLECTIONS,CANCEL2
83943,David Wilson,"188 Cedar Lane, Belfast",2025-05-22 12:37:12,COLLECTIONS,PAY OVER
64713,John Johnson,"87 Oak Street, Belfast",2025-11-26 13:36:37,COLLECTIONS,CANCEL4
93496,Emma Miller,"55 Sunset Boulevard, Sligo",2025-11-16 07:45:22,COLLECTIONS,CASSIST2
43314,Michael Miller,"13 Elm Street, Belfast",2025-11-14 15:41:23,COLLECTIONS,PRIME
88060,David Johnson,"107 Pine Road, Waterford",2025-11-14 05:20:21,COLLECTIONS,PAY OVER
69833,Laura Garcia,"200 Hillcrest Road, Kilkenny",2025-11-11 16:04:49,COLLECTIONS,CANCEL2
21418,Sarah Miller,"81 Riverside Drive, Galway",2025-02-11 05:12:44,LEGAL,HOLD FO
39453,James Smith,"166 Cedar Lane, Limerick",2025-04-21 13:02:29,LEGAL,LEG VERIF 2
68436,Emma Johnson,"189 Oak Street, Cork",2025-02-26 19:03:17,LEGAL,LEG VERIF 1
95948,James Davis,"45 Riverside Drive, Cork",2025-05-20 23:38:23,COLLECTIONS,PRIME_D
20233,Michael Davis,"60 Riverside Drive, Belfast",2025-04-08 17:55:05,COLLECTIONS,PRIME_D
30943,Sarah Brown,"85 Sunset Boulevard, Dublin",2025-11-04 04:16:28,COLLECTIONS,CANCEL2
62495,Olivia Miller,"154 Elm Street, Limerick",2025-10-19 10:31:47,COLLECTIONS,CANCEL4
81469,Sarah Johnson,"130 Elm Street, Belfast",2025-10-08 05:36:13,LEGAL,LEG_NOT
13484,Maria Davis,"129 Cedar Lane, Galway",2025-09-14 09:54:05,LEGAL,LEG VERIF 2
82526,John Davis,"136 Riverside Drive, Galway",2025-05-06 03:59:46,LEGAL,HOLD FO
45571,Emma Martinez,"93 Cedar Lane, Limerick",2025-06-20 20:45:36,LEGAL,HOLD FO
55558,James Wilson,"110 Sunset Boulevard, Sligo",2025-04-26 07:12:18,COLLECTIONS,PAY OVER
47862,James Williams,"77 Riverside Drive, Galway",2025-10-06 11:16:02,LEGAL,LEG_NOT
64136,Laura Garcia,"146 Cedar Lane, Sligo",2025-10-03 20:42:15,COLLECTIONS,PRIME_D
52436,Michael Rodriguez,"82 Elm Street, Waterford",2025-09-14 16:38:28,COLLECTIONS,TELSOLUTIONS4
33783,Emma Garcia,"158 Cedar Lane, Belfast",2025-01-08 10:23:35,LEGAL,LEG_TIT
24213,Alex Williams,"139 Elm Street, Belfast",2024-12-26 07:41:25,COLLECTIONS,CANCEL4
30531,Sarah Garcia,"107 Sunset Boulevard, Waterford",2025-03-25 04:45:37,LEGAL,LEG_TIT
24815,Laura Garcia,"134 Riverside Drive, Kilkenny",2025-03-19 09:36:41,COLLECTIONS,CASSIST2
84211,John Garcia,"23 Maple Avenue, Dublin",2025-05-09 18:21:19,COLLECTIONS,CANCEL2
46494,Laura Johnson,"178 Cedar Lane, Sligo",2025-07-09 13:50:06,LEGAL,LEG_NOT
69791,Michael Rodriguez,"160 Maple Avenue, Belfast",2025-07-27 02:08:38,COLLECTIONS,PRIME
95230,Sophia Rodriguez,"48 Sunset Boulevard, Limerick",2025-07-19 16:01:43,COLLECTIONS,TELSOLUTIONS4
33057,Olivia Jones,"21 Hillcrest Road, Cork",2025-07-16 21:24:37,COLLECTIONS,PRIME_D
70437,Olivia Miller,"185 Oak Street, Belfast",2025-07-04 22:26:45,COLLECTIONS,CASSIST2
10180,Olivia Davis,"3 Elm Street, Limerick",2025-02-18 07:51:39,COLLECTIONS,TELSOLUTIONS1
57726,John Davis,"22 Cedar Lane, Belfast",2025-06-20 20:32:27,COLLECTIONS,CANCEL4
94928,John Williams,"19 Pine Road, Belfast",2025-05-31 17:21:11,COLLECTIONS,PRIME_D
91435,David Smith,"2 Sunset Boulevard, Dublin",2025-11-19 00:32:51,LEGAL,HOLD FO
57663,John Johnson,"101 Oak Street, Belfast",2025-11-09 19:41:46,LEGAL,LEG_TIT
85466,David Williams,"131 Cedar Lane, Dublin",2025-11-09 18:50:37,LEGAL,HOLD FO
82324,David Smith,"60 Maple Avenue, Limerick",2025-10-21 09:33:01,LEGAL,LEG VERIF 2
86543,Sophia Davis,"180 Hillcrest Road, Belfast",2025-10-20 04:21:21,LEGAL,LEG VERIF 2
28504,Maria Jones,"169 Oak Street, Sligo",2025-10-07 16:11:11,COLLECTIONS,PAY OVER
10585,Michael Davis,"71 Riverside Drive, Belfast",2025-09-26 16:08:37,COLLECTIONS,PAY OVER
41740,John Johnson,"78 Cedar Lane, Dublin",2025-04-28 03:33:29,LEGAL,LEG_NOT
37988,Olivia Martinez,"80 Sunset Boulevard, Belfast",2025-10-06 06:44:39,COLLECTIONS,TELSOLUTIONS4
43403,Laura Brown,"183 Hillcrest Road, Dublin",2025-10-02 19:09:02,LEGAL,LEG_TIT
98254,Sarah Rodriguez,"3 Pine Road, Sligo",2025-09-27 12:16:40,LEGAL,LEG VERIF 1
54296,Alex Garcia,"135 Oak Street, Belfast",2025-09-16 18:55:50,COLLECTIONS,CANCEL2
98909,Michael Rodriguez,"83 Maple Avenue, Limerick",2025-09-11 15:10:28,LEGAL,LEG_NOT
54718,Emma Davis,"115 Oak Street, Sligo",2025-06-24 16:06:13,COLLECTIONS,CANCEL2
13989,Sophia Rodriguez,"95 Cedar Lane, Dublin",2025-04-08 14:18:06,COLLECTIONS,PAY OVER
49823,Alex Jones,"1 Maple Avenue, Belfast",2025-07-06 07:30:23,COLLECTIONS,PAY OVER
93774,James Jones,"97 Elm Street, Waterford",2025-08-02 02:07:57,COLLECTIONS,CASSIST2
71125,John Brown,"136 Maple Avenue, Kilkenny",2025-07-31 02:44:02,COLLECTIONS,CANCEL2
47984,Sarah Brown,"111 Riverside Drive, Kilkenny",2025-07-10 02:28:05,COLLECTIONS,TELSOLUTIONS4
81675,Alex Smith,"53 Maple Avenue, Kilkenny",2025-06-16 20:17:00,LEGAL,LEG_TIT
36810,Maria Martinez,"81 Riverside Drive, Belfast",2025-05-20 04:03:49,COLLECTIONS,CASSIST2
97661,Laura Williams,"148 Oak Street, Limerick",2025-11-19 11:44:12,LEGAL,LEG_TIT
51596,James Rodriguez,"150 Oak Street, Sligo",2025-11-19 01:50:55,LEGAL,LEG_NOT
35919,Olivia Rodriguez,"168 Elm Street, Belfast",2025-11-14 18:16:44,COLLECTIONS,PRIME
41979,Daniel Williams,"168 Elm Street, Cork",2025-11-06 10:01:46,COLLECTIONS,CASSIST2
59344,Olivia Jones,"160 Sunset Boulevard, Limerick",2025-07-02 02:58:34,COLLECTIONS,PRIME
65156,Sarah Smith,"138 Elm Street, Galway",2025-02-04 14:57:01,COLLECTIONS,CASSIST2
39313,John Jones,"90 Riverside Drive, Waterford",2025-06-23 11:30:52,LEGAL,LEG VERIF 2
78633,James Davis,"20 Maple Avenue, Waterford",2025-09-06 14:44:25,LEGAL,LEG_TIT
46992,James Williams,"15 Cedar Lane, Dublin",2025-08-28 05:35:10,LEGAL,LEG VERIF 1
35227,Emma Brown,"44 Hillcrest Road, Sligo",2025-11-01 03:33:35,COLLECTIONS,CANCEL4
52137,David Brown,"158 Cedar Lane, Sligo",2025-10-27 10:15:50,COLLECTIONS,CANCEL2
44289,Michael Miller,"68 Riverside Drive, Galway",2025-10-27 06:29:00,LEGAL,LEG VERIF 1
20307,James Williams,"149 Riverside Drive, Limerick",2025-10-19 19:38:50,COLLECTIONS,CASSIST2
85173,Emma Martinez,"141 Sunset Boulevard, Cork",2025-10-17 05:29:11,LEGAL,LEG_TIT
48606,John Martinez,"33 Elm Street, Waterford",2025-08-18 05:27:59,LEGAL,HOLD FO
40540,Daniel Martinez,"168 Pine Road, Cork",2025-04-27 11:48:19,COLLECTIONS,PAY OVER
13356,James Jones,"85 Cedar Lane, Cork",2025-06-09 15:01:11,LEGAL,LEG VERIF 1
27543,John Jones,"90 Elm Street, Kilkenny",2025-09-21 13:10:37,COLLECTIONS,TELSOLUTIONS1
82007,Sarah Williams,"99 Oak Street, Cork",2025-01-06 17:13:30,LEGAL,LEG VERIF 1
38899,Laura Smith,"119 Sunset Boulevard, Waterford",2025-03-24 18:24:19,LEGAL,LEG VERIF 2
84640,Olivia Smith,"131 Pine Road, Sligo",2024-12-30 06:46:26,COLLECTIONS,TELSOLUTIONS1
61550,Maria Brown,"98 Riverside Drive, Galway",2025-05-29 08:50:03,COLLECTIONS,CANCEL4
30496,John Wilson,"28 Riverside Drive, Galway",2025-05-10 07:53:43,LEGAL,LEG_NOT
57074,James Jones,"76 Sunset Boulevard, Dublin",2025-09-01 20:18:56,COLLECTIONS,PRIME
55030,Olivia Martinez,"8 Elm Street, Sligo",2025-03-24 02:54:16,LEGAL,HOLD FO
25635,David Martinez,"75 Maple Avenue, Galway",2025-03-20 15:49:14,LEGAL,LEG_NOT
94751,Emma Rodriguez,"158 Maple Avenue, Kilkenny",2025-08-17 18:42:27,LEGAL,LEG VERIF 2
73634,Daniel Johnson,"43 Hillcrest Road, Waterford",2025-08-07 20:24:41,LEGAL,LEG VERIF 2
60011,Daniel Garcia,"42 Maple Avenue, Dublin",2024-12-16 21:11:38,LEGAL,LEG VERIF 2
73732,Laura Williams,"139 Maple Avenue, Galway",2025-11-06 19:11:30,LEGAL,LEG VERIF 1
96425,Sophia Martinez,"142 Elm Street, Galway",2025-03-02 17:49:06,COLLECTIONS,TELSOLUTIONS4
46662,Michael Johnson,"87 Elm Street, Kilkenny",2025-10-31 19:59:08,LEGAL,HOLD FO
94400,Michael Miller,"104 Cedar Lane, Dublin",2025-10-20 00:01:10,LEGAL,LEG VERIF 1
32552,Sophia Smith,"145 Cedar Lane, Cork",2025-09-22 00:01:16,LEGAL,HOLD FO
68126,Olivia Davis,"162 Maple Avenue, Limerick",2025-09-21 15:58:50,COLLECTIONS,PAY OVER
32283,James Johnson,"41 Pine Road, Cork",2025-09-15 15:08:39,LEGAL,LEG VERIF 1
61582,David Garcia,"77 Riverside Drive, Belfast",2025-09-13 13:53:42,LEGAL,HOLD FO
28382,Daniel Miller,"64 Maple Avenue, Kilkenny",2025-04-17 17:10:55,LEGAL,LEG_NOT
25733,David Brown,"63 Sunset Boulevard, Kilkenny",2025-08-02 08:20:00,LEGAL,LEG VERIF 1
74699,John Williams,"171 Riverside Drive, Limerick",2025-08-07 00:26:44,COLLECTIONS,TELSOLUTIONS4
14567,Sophia Davis,"52 Elm Street, Belfast",2025-09-07 08:44:58,COLLECTIONS,CASSIST2
32998,James Wilson,"1 Elm Street, Galway",2025-08-30 06:40:11,LEGAL,HOLD FO
21489,Daniel Jones,"50 Riverside Drive, Galway",2025-08-26 02:12:51,LEGAL,LEG VERIF 2
40659,Sophia Rodriguez,"173 Sunset Boulevard, Kilkenny",2025-08-16 08:20:20,LEGAL,LEG_TIT
29593,Laura Jones,"9 Cedar Lane, Dublin",2025-05-31 09:46:06,COLLECTIONS,CASSIST2
16628,Sarah Rodriguez,"164 Pine Road, Galway",2025-08-03 01:17:21,COLLECTIONS,CANCEL4
96035,Laura Garcia,"59 Maple Avenue, Sligo",2025-02-16 04:45:36,LEGAL,LEG VERIF 2
23780,David Williams,"197 Hillcrest Road, Cork",2025-02-14 17:38:33,COLLECTIONS,PRIME_D
88213,David Williams,"8 Pine Road, Kilkenny",2025-06-19 19:07:38,LEGAL,LEG_NOT
84118,Michael Jones,"56 Maple Avenue, Waterford",2025-05-21 02:42:40,COLLECTIONS,PRIME_D
88333,Olivia Brown,"145 Riverside Drive, Belfast",2025-11-22 21:47:44,LEGAL,LEG VERIF 2
22047,James Jones,"37 Sunset Boulevard, Belfast",2025-11-20 02:24:24,LEGAL,HOLD FO
11336,Emma Smith,"64 Pine Road, Sligo",2025-11-19 18:37:00,LEGAL,HOLD FO
74894,Emma Garcia,"190 Sunset Boulevard, Belfast",2025-11-16 00:15:49,LEGAL,LEG VERIF 1
31233,Daniel Wilson,"55 Maple Avenue, Waterford",2025-11-05 16:00:36,COLLECTIONS,CASSIST2
93257,Daniel Williams,"50 Riverside Drive, Sligo",2025-07-05 23:13:28,LEGAL,LEG VERIF 1
26514,Sophia Smith,"135 Sunset Boulevard, Limerick",2025-06-06 04:50:02,LEGAL,HOLD FO
97918,Daniel Smith,"123 Riverside Drive, Sligo",2025-05-03 02:28:57,LEGAL,LEG VERIF 2
63285,Sarah Williams,"159 Oak Street, Cork",2025-11-04 15:07:19,LEGAL,LEG_TIT
47933,Emma Brown,"79 Elm Street, Kilkenny",2025-11-01 22:44:48,COLLECTIONS,CANCEL4
91710,Olivia Williams,"53 Sunset Boulevard, Limerick",2025-10-14 22:04:04,LEGAL,LEG_TIT
16198,Laura Williams,"167 Elm Street, Limerick",2025-07-03 14:34:27,COLLECTIONS,TELSOLUTIONS4
55044,Emma Wilson,"74 Riverside Drive, Galway",2025-10-05 07:57:50,LEGAL,HOLD FO
85869,Sarah Miller,"159 Pine Road, Sligo",2025-10-01 02:26:49,COLLECTIONS,CANCEL2
61708,John Davis,"142 Elm Street, Dublin",2025-09-23 22:57:38,LEGAL,LEG_NOT
59505,Daniel Wilson,"113 Pine Road, Limerick",2025-09-21 00:49:38,COLLECTIONS,TELSOLUTIONS4
95157,Emma Jones,"67 Elm Street, Galway",2025-09-13 14:30:23,COLLECTIONS,PRIME_D
64070,Laura Davis,"42 Elm Street, Galway",2025-07-31 19:55:37,LEGAL,LEG VERIF 1
65559,Sophia Miller,"7 Maple Avenue, Kilkenny",2025-09-13 01:09:40,COLLECTIONS,CANCEL4
37628,Maria Johnson,"30 Pine Road, Cork",2025-09-03 22:36:52,LEGAL,LEG_NOT
86013,Daniel Smith,"124 Sunset Boulevard, Belfast",2025-08-24 06:53:12,COLLECTIONS,PRIME
89082,Michael Smith,"188 Hillcrest Road, Belfast",2025-07-23 12:12:35,LEGAL,LEG_TIT
33687,Michael Wilson,"175 Pine Road, Belfast",2025-07-05 06:10:11,COLLECTIONS,TELSOLUTIONS1
12247,Laura Smith,"200 Pine Road, Dublin",2025-08-09 02:48:48,COLLECTIONS,PAY OVER
47808,James Garcia,"200 Elm Street, Belfast",2025-03-30 12:12:48,LEGAL,LEG_NOT
40733,Daniel Miller,"77 Cedar Lane, Belfast",2025-07-22 08:52:14,COLLECTIONS,CASSIST2
66138,John Jones,"170 Hillcrest Road, Sligo",2025-07-20 04:09:21,COLLECTIONS,PRIME_D
85043,Sarah Rodriguez,"103 Cedar Lane, Cork",2025-06-30 16:56:18,LEGAL,LEG VERIF 1
48880,Alex Martinez,"85 Pine Road, Kilkenny",2025-06-24 16:31:52,LEGAL,LEG_NOT
32832,Sophia Davis,"68 Sunset Boulevard, Limerick",2025-02-28 06:34:35,COLLECTIONS,CASSIST2
92829,Michael Jones,"2 Sunset Boulevard, Kilkenny",2025-02-22 15:04:35,COLLECTIONS,CANCEL2
34002,James Johnson,"200 Oak Street, Waterford",2025-11-24 13:04:40,COLLECTIONS,CANCEL4
21453,John Garcia,"90 Sunset Boulevard, Waterford",2025-11-23 18:14:03,LEGAL,LEG VERIF 2
17993,Alex Smith,"170 Sunset Boulevard, Belfast",2025-11-20 12:01:04,COLLECTIONS,CASSIST2
83620,David Wilson,"122 Pine Road, Waterford",2025-11-19 08:01:28,COLLECTIONS,PRIME
67443,Sarah Brown,"134 Cedar Lane, Galway",2025-11-18 13:43:23,LEGAL,LEG_TIT
67396,Maria Johnson,"32 Riverside Drive, Sligo",2025-11-16 02:19:57,COLLECTIONS,CASSIST2
95291,Michael Garcia,"159 Oak Street, Sligo",2025-11-11 16:46:05,LEGAL,LEG VERIF 1
13664,Emma Wilson,"1 Cedar Lane, Galway",2025-11-07 15:43:36,LEGAL,LEG VERIF 1
27620,Daniel Wilson,"79 Sunset Boulevard, Sligo",2025-11-06 08:38:52,COLLECTIONS,TELSOLUTIONS4
13883,David Smith,"74 Sunset Boulevard, Cork",2025-09-24 12:09:08,COLLECTIONS,PAY OVER
93809,Sophia Brown,"68 Riverside Drive, Dublin",2025-03-17 10:27:15,LEGAL,LEG VERIF 1
11916,John Miller,"42 Cedar Lane, Kilkenny",2025-10-04 03:40:59,COLLECTIONS,PAY OVER
19413,Sophia Jones,"52 Sunset Boulevard, Limerick",2025-09-11 17:03:49,COLLECTIONS,PAY OVER
47103,Daniel Davis,"33 Pine Road, Sligo",2025-10-22 05:45:19,COLLECTIONS,PAY OVER
26686,James Johnson,"43 Riverside Drive, Waterford",2025-10-21 06:44:06,LEGAL,LEG_TIT
20507,Olivia Rodriguez,"17 Maple Avenue, Dublin",2025-10-18 02:33:31,LEGAL,HOLD FO
89946,John Brown,"125 Maple Avenue, Cork",2025-07-13 03:26:13,COLLECTIONS,CANCEL4
25633,Daniel Williams,"32 Sunset Boulevard, Sligo",2025-06-19 08:43:52,COLLECTIONS,CANCEL4
62595,Sarah Davis,"25 Pine Road, Sligo",2025-09-17 21:59:44,LEGAL,LEG_NOT
32252,Michael Brown,"111 Elm Street, Belfast",2025-06-26 10:35:14,LEGAL,LEG VERIF 2
39116,Olivia Johnson,"62 Oak Street, Cork",2025-08-03 20:52:07,LEGAL,LEG_TIT
98849,Laura Wilson,"152 Oak Street, Cork",2025-09-30 06:20:07,COLLECTIONS,TELSOLUTIONS1
99755,Michael Johnson,"45 Pine Road, Kilkenny",2025-09-13 20:48:45,LEGAL,LEG_NOT
10474,John Rodriguez,"95 Elm Street, Cork",2025-01-01 08:37:12,COLLECTIONS,TELSOLUTIONS1
31527,Sarah Garcia,"145 Oak Street, Kilkenny",2025-09-07 19:33:32,COLLECTIONS,TELSOLUTIONS1
31903,Alex Brown,"183 Cedar Lane, Waterford",2025-09-08 07:51:06,COLLECTIONS,TELSOLUTIONS1
95997,Michael Martinez,"118 Elm Street, Waterford",2025-09-03 22:02:53,COLLECTIONS,CANCEL2
91678,Laura Garcia,"104 Cedar Lane, Waterford",2025-08-25 15:08:56,COLLECTIONS,PRIME_D
16913,Laura Smith,"142 Riverside Drive, Cork",2025-03-24 17:13:45,LEGAL,HOLD FO
25000,Maria Martinez,"48 Elm Street, Galway",2025-07-28 11:24:09,COLLECTIONS,TELSOLUTIONS1
